1,0.136,0.156,0.719,0.836,0.39646353999759104,1127.4213,-1.3687928e-06,956.5,1126.9384,525.5,-0.33937621116638184,-0.1568988710641861,6.075206279754639
1,0.909,0.333,1.000,0.428,0.008651314756040378,1127.4213,6.1875863e-07,956.5,1126.9384,525.5,17.624483108520508,-2.3113362789154053,20.467731475830078
1,0.078,0.441,0.106,0.475,0.0009675913422025284,1127.4213,-4.0831478e-07,956.5,1126.9385,525.5,-45.26885223388672,-2.546004056930542,65.28732299804688
1,0.472,0.326,0.703,0.600,0.06318902536458647,1127.4213,3.348148e-07,956.5,1126.9384,525.5,1.2099483013153076,-0.4694330096244812,10.816140174865723
1,0.592,0.382,0.636,0.417,0.0015217358376488957,1127.4213,-8.158253e-06,956.5,1126.9384,525.5,11.951454162597656,-5.782448768615723,61.4556999206543
1,0.568,0.210,0.919,0.709,0.17503056902632613,1127.4213,-5.8409855e-06,956.5,1126.9385,525.5,1.911377191543579,-0.4343988001346588,6.477002143859863
1,0.439,0.404,0.486,0.455,0.0024250877749544455,1127.4213,1.0071776e-06,956.5,1126.9384,525.5,-2.2387194633483887,-2.2708170413970947,34.15642166137695
1,0.476,0.353,0.521,0.415,0.0027479311903734534,1127.4213,5.1843765e-09,956.5,1126.9385,525.5,0.0019205460557714105,-3.2232308387756348,30.659503936767578
2,0.468,0.297,0.559,0.470,0.01581023878246942,1127.4213,-8.700623e-09,956.5,1126.9384,525.5,0.4808231592178345,-2.2245213985443115,21.227445602416992
2,0.345,0.338,0.418,0.469,0.00959949775301492,1127.4214,-1.5269172e-06,956.5,1126.9384,525.5,-5.9365363121032715,-2.6566901206970215,30.38303565979004
1,0.734,0.360,0.847,0.452,0.01035749311178195,1127.4213,4.883893e-07,956.5,1126.9385,525.5,9.9511079788208,-1.7853001356124878,19.985929489135742
2,0.499,0.388,0.520,0.423,0.0007096627067436345,1127.4213,2.9838054e-06,956.5,1126.9384,525.5,1.2915682792663574,-7.219204425811768,82.5472412109375
2,0.501,0.419,0.508,0.448,0.00019878432964961904,1127.4213,2.8029053e-08,956.5,1126.9384,525.5,0.4840914011001587,-4.007383346557617,64.51830291748047
1,0.441,0.425,0.467,0.458,0.0008473301012107721,1127.4213,4.842072e-06,956.5,1126.9384,525.5,-4.006155490875244,-2.7630491256713867,51.19399642944336
2,0.407,0.387,0.493,0.480,0.00803312998193974,1127.4213,-8.237725e-07,956.5,1126.9384,525.5,-2.457298755645752,-1.7338491678237915,27.611549377441406
2,0.650,0.359,0.725,0.419,0.00445391528418897,1127.4213,6.979323e-07,956.5,1126.9384,525.5,14.685781478881836,-4.8673319816589355,46.57138442993164
1,0.000,0.401,0.186,0.514,0.021151726754247303,1127.4213,3.4756177e-08,956.5,1126.9384,525.5,-10.557881355285645,-0.5788684487342834,14.032947540283203
1,0.409,0.418,0.439,0.454,0.0010835419490175442,1127.4213,2.1555418e-06,956.5,1126.9384,525.5,-5.5655083656311035,-2.5067412853240967,42.906150817871094
2,0.402,0.393,0.420,0.425,0.0006110298819376671,1127.4213,6.896912e-07,956.5,1126.9384,525.5,-13.321916580200195,-7.450015544891357,88.36231994628906
1,0.373,0.401,0.413,0.454,0.0021285558358466166,1127.4213,1.2423683e-06,956.5,1126.9384,525.5,-7.476945877075195,-2.8526992797851562,41.77939224243164
2,0.811,0.325,1.000,0.464,0.026238448532030615,1127.4213,3.249292e-07,956.5,1126.9385,525.5,12.243071556091309,-1.6133042573928833,17.10352325439453
1,0.839,0.337,1.000,0.475,0.022172740402413602,1127.4213,-1.1856153e-05,956.5,1126.9384,525.5,11.14563274383545,-1.2567580938339233,13.892658233642578
2,0.602,0.403,0.682,0.450,0.003772311823259143,1127.4213,-1.1681019e-06,956.5,1126.9384,525.5,10.788323402404785,-3.0689289569854736,44.93183898925781
1,0.667,0.372,0.704,0.402,0.0011099949325916207,1127.4213,-2.4817973e-07,956.5,1126.9384,525.5,16.762170791625977,-5.603240489959717,52.98697280883789
2,0.712,0.332,0.802,0.441,0.009764981173435789,1127.4213,-1.1884745e-06,956.5,1126.9384,525.5,11.501486778259277,-2.719492197036743,26.130735397338867
1,0.306,0.391,0.427,0.450,0.007136109854228019,1127.4213,-7.101444e-07,956.5,1126.9385,525.5,-6.248701095581055,-2.0280768871307373,28.186349868774414
1,0.481,0.400,0.538,0.461,0.0035145561377123934,1127.4213,-4.6082732e-08,956.5,1126.9384,525.5,0.3748472034931183,-1.664022445678711,24.93831443786621
